COUNTY_COD,SECTION,TOWNSHIP,RANGE,LEASE_NAME,WELL_NUMBE,STATUS,MAXPRESSUR,MAXRATE,LATTITUDE,LONGITUDE,OPERATOR_,OPERATOR
19.000000,8.000000,02S,02W,WJPU,195,AC,1500,1500,34.390947,-97.430350,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,01S,02W,VARNER,2,AC,2000,300,34.460311,-97.429810,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,01S,02W,VARNER,2,AC,2000,300,34.460311,-97.429810,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,01S,02W,FRANKLIN,2,PA,250,200,34.454871,-97.429810,17506.000000,DICKERSON OIL
19.000000,32.000000,01S,02W,JOAN LEWIS,1,TM,400,300,34.433109,-97.429810,11307.000000,BURTON PAUL LLC
19.000000,32.000000,01S,02W,"BRADY  ""A""",11,TM,600,125,34.427669,-97.429810,22330.000000,BEND PETROLEUM CORP
19.000000,8.000000,02S,02W,WJPU,15-A1,PA,.,.,34.402281,-97.429800,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,8.000000,02S,02W,WJPU (KRILGER 32),29,PA,1650,2000,34.396840,-97.429800,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,17.000000,02S,02W,WJPU,89,AC,1550,1600,34.387773,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,89,AC,1550,1600,34.387773,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,98,AC,.,.,34.385960,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,98,AC,1500,1500,34.385960,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,98,AC,1500,1500,34.385960,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,107,AC,.,.,34.384146,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,115,AC,1500,1500,34.382333,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,115,AC,1500,1500,34.382333,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,115,AC,1500,1500,34.382333,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,115,AC,1500,1500,34.382333,-97.429800,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,5.000000,03S,02W,SGDSU,42-05,AC,1775,250,34.324302,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU (SMITH-SEABOARD #4),42-4,TM,.,.,34.322489,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU,42A-4A,AC,1800,1000,34.322489,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU (SMITH-SEABOARD #4),42-4,TM,0,0,34.322489,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU,51-1A,AC,2000,600,34.318862,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU,51-1A,AC,2000,600,34.318862,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU,51-1A,AC,2000,600,34.318862,-97.429800,22182.000000,LINN OPERATING INC
19.000000,5.000000,03S,02W,SGDSU,51-1A,AC,2000,600,34.318862,-97.429800,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU (WATKINS #6),56-6,AC,1500,500,34.317048,-97.429800,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU (WATKINS #6),56-6,AC,1500,500,34.317048,-97.429800,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,70-2,AC,2000,600,34.306168,-97.429800,22182.000000,LINN OPERATING INC
19.000000,20.000000,04S,02W,F.H.Z.U. (MERTENS),3,PA,0,0,34.193734,-97.429790,14490.000000,CHATHAM JIMMY R
19.000000,20.000000,04S,02W,F.H.Z.U. (MERTENS),10-8,AC,0,0,34.193734,-97.429790,14490.000000,CHATHAM JIMMY R
19.000000,29.000000,04S,02W,"F.H.Z.U. (E.C.LAMB ""A"")",18-2,TM,0,0,34.186480,-97.429780,14490.000000,CHATHAM JIMMY R
49.000000,20.000000,04N,02W,WRONG WELL,1,PA,.,.,34.806264,-97.429600,9998.000000,OTC-OCC NO ASSIGNED
49.000000,20.000000,04N,02W,T.S. HOLLOWAY,1-20,AC,1000,300,34.805357,-97.429600,12871.000000,SOUTHERN RESOURCES INC
49.000000,20.000000,04N,02W,T.S. HOLLOWAY,1-20,AC,1000,300,34.805357,-97.429600,12871.000000,SOUTHERN RESOURCES INC
19.000000,8.000000,02S,02W,WILDCATJIM UNIT,224,AC,700,3000,34.399107,-97.429260,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WILDCAT JIM UNIT,45-A,AC,700,999,34.395480,-97.429260,14156.000000,CITATION OIL & GAS CORPORATION
83.000000,32.000000,20N,02W,SLU,37,TM,1000,1000,36.162551,-97.429200,18934.000000,MERIT ENERGY COMPANY
49.000000,8.000000,03N,02W,NORTH ANTIOC OIL CREEK,12-7,AC,2121,15000,34.752771,-97.429040,22499.000000,HYPERION OIL & GAS LLC
49.000000,8.000000,03N,02W,NORTH ANTIOC OIL CREEK,12-7,AC,1850,15000,34.752771,-97.429040,22499.000000,HYPERION OIL & GAS LLC
49.000000,8.000000,03N,02W,NORTH ANTIOC OIL CREEK,12-7,AC,1850,15000,34.752771,-97.429040,22499.000000,HYPERION OIL & GAS LLC
19.000000,5.000000,02S,02W,BRADY,18,AC,300,300,34.412708,-97.428160,22330.000000,BEND PETROLEUM CORP
19.000000,8.000000,02S,02W,WJPU,16,PA,1650,2000,34.400467,-97.427620,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,8.000000,02S,02W,WJPU (KRIEGAR 7),46,PA,1650,2000,34.395027,-97.427620,20781.000000,LE NORMAN PARTNERS LLC
19.000000,8.000000,02S,02W,WJPU,56,AC,1550,1600,34.393214,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,56,AC,1550,1600,34.393214,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,69,AC,1500,1500,34.391400,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,69,AC,1500,1500,34.391400,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM PENN UNIT,90,PA,.,.,34.387773,-97.427620,20781.000000,LE NORMAN PARTNERS LLC
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,132,AC,1500,1500,34.384146,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,132,AC,1500,1500,34.384146,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,132,AC,1500,1500,34.384146,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,114,AC,.,.,34.382333,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU (BROOKS #4),121,AC,1650,2000,34.380519,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU (BROOKS #4),121,AC,1650,2000,34.380519,-97.427620,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,03S,02W,SGDSU (WATKINS #8),56-8,TM,1500,500,34.315235,-97.427610,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU (WATKINS #8),56-8,TM,1500,500,34.315235,-97.427610,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,63-11,AC,2000,600,34.313422,-97.427610,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,63-11,AC,2000,600,34.313422,-97.427610,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,64-D1,PA,0,0,34.309795,-97.427610,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,70-3,TM,.,.,34.304355,-97.427610,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,70-3,TM,0,0,34.304355,-97.427610,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,17.000000,03S,02W,"SGDSU (LEDBETTER ""B3"")",73,PA,0,1400,34.302541,-97.427610,715.000000,FAIN PORTER PRODUCTION CO
19.000000,17.000000,03S,02W,"SGDSU (LEDBETTER ""B3"")",73,PA,0,1400,34.302541,-97.427610,715.000000,FAIN PORTER PRODUCTION CO
19.000000,20.000000,04S,02W,FIRST HEWITT ZONE UNIT,3,AC,400,980,34.188294,-97.427600,14490.000000,CHATHAM JIMMY R
85.000000,29.000000,07S,02W,PARSLEY,1,AC,.,.,33.919558,-97.427280,19169.000000,JONES L E OPERATING INC
19.000000,5.000000,02S,02W,AKERS,57,AC,816,999,34.415428,-97.427070,22330.000000,BEND PETROLEUM CORP
19.000000,17.000000,02S,02W,WJPU,97,AC,1500,1500,34.385506,-97.427070,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,97,AC,1500,1500,34.385506,-97.427070,14156.000000,CITATION OIL & GAS CORPORATION
83.000000,5.000000,19N,02W,S LUCIEN WF UT (BULLING B #1),31,TM,1000,1000,36.158925,-97.426970,18934.000000,MERIT ENERGY COMPANY
83.000000,5.000000,17N,02W,BENNETT,1,AC,500,500,35.977630,-97.426960,14594.000000,MCMILLIN C C & COMPANY INC
19.000000,8.000000,02S,02W,WILDCAT JIM PENN UNIT,22,AC,0,0,34.401374,-97.426520,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WILDCAT JIM PENN UNIT,22,AC,0,0,34.401374,-97.426520,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,04S,02W,F.H.Z.U. (WILLIAMS),5,PA,0,0,34.198268,-97.426510,14490.000000,CHATHAM JIMMY R
19.000000,20.000000,04S,02W,F.H.Z.U. (WILLIAMS 7),7,PA,0,0,34.193355,-97.426480,14490.000000,CHATHAM JIMMY R
49.000000,29.000000,03N,02W,S.W. ANTIOCH GIBSON S.U.,50,AC,946,3000,34.698371,-97.426300,16896.000000,CHAPARRAL ENERGY LLC
19.000000,8.000000,02S,02W,WILDJACK JIM UNIT,221,AC,795,3000,34.397294,-97.425980,14156.000000,CITATION OIL & GAS CORPORATION
27.000000,5.000000,09N,02W,HEITZ,1,PA,1500,2500,35.278273,-97.425890,3186.000000,CONTINENTAL RESOURCES INC
27.000000,5.000000,09N,02W,HEITZ,1,PA,1500,2500,35.278273,-97.425890,3186.000000,CONTINENTAL RESOURCES INC
19.000000,20.000000,01S,02W,FRANKLIN,B-1,PA,230,200,34.454871,-97.425430,17506.000000,DICKERSON OIL
19.000000,8.000000,02S,02W,WJPU,25,PA,0,0,34.398654,-97.425430,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,8.000000,02S,02W,WILDCAT JIM PENN UNIT,55,AC,.,.,34.393214,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,70,AC,1550,1600,34.391400,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,70,AC,1550,1600,34.391400,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,77,AC,1650,2000,34.389587,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,91,AC,1500,1500,34.387773,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,91,AC,1500,1500,34.387773,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,91,AC,1500,1500,34.387773,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,91,AC,1500,1500,34.387773,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,96,PA,0,0,34.385960,-97.425430,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,17.000000,02S,02W,WJPU (FARM #3),112,AC,1650,2000,34.383240,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU (FARM 2),113,PA,1550,1600,34.382333,-97.425430,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,17.000000,02S,02W,WJPU (FARM 2),113,PA,1550,1600,34.382333,-97.425430,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,17.000000,02S,02W,WILDCAT JIM PENN UNIT,122,AC,.,.,34.380520,-97.425430,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,02S,02W,NIMS,9,AC,500,500,34.371452,-97.425430,1153.000000,JONES L E PRODUCTION COMPANY
19.000000,8.000000,03S,02W,SGDSU (NICHOLS #1),58-1,AC,1775,500,34.315235,-97.425430,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,62B-3,TM,2000,600,34.313422,-97.425430,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,62B-3,TM,2000,600,34.313422,-97.425430,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,63-9,AC,1775,800,34.311608,-97.425430,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,65-1A,AC,2000,600,34.309795,-97.425430,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,65-1A,AC,2000,600,34.309795,-97.425430,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,65-3,AC,2000,600,34.306168,-97.425430,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,65-3,AC,2000,600,34.306168,-97.425430,22182.000000,LINN OPERATING INC
19.000000,17.000000,03S,02W,SGDSU,73-1,AC,1775,800,34.302541,-97.425430,22182.000000,LINN OPERATING INC
19.000000,20.000000,04S,02W,F.H.Z.U. (GRIFFIN 12),12,PA,0,0,34.191921,-97.425420,14490.000000,CHATHAM JIMMY R
19.000000,20.000000,04S,02W,GRIFFIN,10,PA,0,300,34.190107,-97.425420,12102.000000,CLASSEN EXPLORATION INC
19.000000,20.000000,01S,02W,FRANKLIN,4,PA,200,100,34.453511,-97.424880,17506.000000,DICKERSON OIL
83.000000,33.000000,20N,02W,S LUCIEN WF UT (O.PFEIFFER #6),21,AC,1000,1000,36.164356,-97.424790,22182.000000,LINN OPERATING INC
83.000000,33.000000,20N,02W,0 LUCIEN WF UT (O.PFEIFFER #7),28,TM,1000,1000,36.160731,-97.424790,18934.000000,MERIT ENERGY COMPANY
49.000000,8.000000,03N,02W,NAOCU,12-6,TM,2400,10000,34.750504,-97.424650,20863.000000,EXCO RESOURCES INC
19.000000,20.000000,04S,02W,GRIFFIN,15,AC,1500,980,34.189201,-97.424330,14490.000000,CHATHAM JIMMY R
49.000000,20.000000,01N,02W,S.E. EOLA BROMIDE SAND UNIT,7,TM,2500,1500,34.544239,-97.424100,14156.000000,CITATION OIL & GAS CORPORATION
85.000000,8.000000,06S,02W,MEAD,1,AC,3000,3000,34.043784,-97.424020,16011.000000,MID-CON ENERGY OPERATING INC
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,95-A,AC,700,3000,34.386413,-97.423790,14156.000000,CITATION OIL & GAS CORPORATION
71.000000,9.000000,25N,02W,MCMILLIN,6,PA,300,600,36.655739,-97.423730,12718.000000,J O C OPERATING INC
19.000000,5.000000,02S,02W,GODWIN,5-2,TM,400,600,34.407721,-97.423240,13154.000000,BUTKIN OIL COMPANY
19.000000,8.000000,02S,02W,WILDCAT JIM PENN UNIT,26,AC,.,.,34.396841,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,178,AC,1550,1600,34.395027,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,02S,02W,WJPU,178,AC,1550,1600,34.395027,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,92,TM,1500,1500,34.387773,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,92,TM,1500,1500,34.387773,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,92,TM,1500,1500,34.387773,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,92,TM,1500,1500,34.387773,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,92,TM,1500,1500,34.387773,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WJPU,95,PA,0,0,34.385960,-97.423240,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,17.000000,02S,02W,WILDCAT JIM PENN UNIT,40,AC,1650,2000,34.380520,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,17.000000,02S,02W,WILDCAT JIM PENN UNIT,40,AC,1550,1600,34.380520,-97.423240,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,8.000000,03S,02W,SGDSU (FITZGERALD #1),66-1,TM,0,0,34.309795,-97.423240,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,8.000000,03S,02W,SGDSU,65A-5,AC,2000,600,34.307982,-97.423240,22182.000000,LINN OPERATING INC
19.000000,8.000000,03S,02W,SGDSU,65A-5,AC,2000,600,34.307982,-97.423240,22182.000000,LINN OPERATING INC
19.000000,17.000000,03S,02W,SGDSU,74-1A,AC,1850,600,34.302541,-97.423240,22182.000000,LINN OPERATING INC
19.000000,17.000000,03S,02W,SGDSU Z(LEDBETTET #4)OD#69190,74-4,AC,0,0,34.297101,-97.423240,22182.000000,LINN OPERATING INC
19.000000,8.000000,04S,02W,WOULFE,2,PA,0,0,34.222749,-97.423240,2050.000000,SOUTHWESTERN EXPLORATION CONSULTANTS INC
19.000000,8.000000,04S,02W,WOULFE,1,PA,0,0,34.219123,-97.423240,2050.000000,SOUTHWESTERN EXPLORATION CONSULTANTS INC
19.000000,20.000000,04S,02W,FHZU (GRIFFIN ),14,PA,0,0,34.193734,-97.423240,14490.000000,CHATHAM JIMMY R
19.000000,20.000000,04S,02W,GRIFFIN,6,TM,1200,600,34.191921,-97.423240,12102.000000,CLASSEN EXPLORATION INC
85.000000,29.000000,07S,02W,HEWITT UNIT,1,AC,1600,800,33.913210,-97.422930,19169.000000,JONES L E OPERATING INC
19.000000,17.000000,02S,02W,WILDCAT JIM UNIT,220,TM,675,1000,34.390040,-97.422690,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,20.000000,04S,02W,F.H.Z.U. (GRIFFIN),16,AC,0,0,34.192828,-97.422690,14490.000000,CHATHAM JIMMY R
19.000000,20.000000,04S,02W,GRIFFIN,2,AC,1300,600,34.187841,-97.422690,14490.000000,CHATHAM JIMMY R
49.000000,33.000000,03N,02W,SWAGSU,77,AC,1200,2500,34.694752,-97.421910,16896.000000,CHAPARRAL ENERGY LLC
19.000000,21.000000,02S,02W,NOBLE,5,AC,300,200,34.373742,-97.421630,19169.000000,JONES L E OPERATING INC
71.000000,21.000000,25N,02W,WHITE EAGLE SWD,1-21,AC,2560,60000,36.626736,-97.421470,22664.000000,RANGE PRODUCTION COMPANY
83.000000,33.000000,20N,02W,SLU,36,TM,1000,1000,36.161638,-97.421440,18934.000000,MERIT ENERGY COMPANY
19.000000,16.000000,02S,02W,C.M.HIGGINS,2,PA,0,150,34.382486,-97.421230,2312.000000,WEBB JOHN L ESTATE A PARTNER
19.000000,28.000000,01S,02W,RAHIFF SPEARS,4,TM,0,0,34.440386,-97.421090,4930.000000,URBANA CORPORATION
19.000000,9.000000,02S,02W,DAVIS,1,TM,0,200,34.404117,-97.421080,15046.000000,G & S PRODUCTION COMPANY
19.000000,9.000000,02S,02W,WJPU (VORHEES #4),49,PA,1650,2000,34.395050,-97.421080,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,9.000000,02S,02W,WJPU (VOOHEES #1),73,PA,1650,2000,34.391423,-97.421080,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,16.000000,02S,02W,WJPU,75,AC,1500,1500,34.389609,-97.421080,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,16.000000,02S,02W,WJPU,75,AC,1500,1500,34.389609,-97.421080,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,16.000000,02S,02W,WJPU,93,PA,0,0,34.387796,-97.421080,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,16.000000,02S,02W,WJPU,94,PA,0,0,34.385982,-97.421080,13734.000000,TEXACO EXPLORATION & PROD INC
19.000000,16.000000,02S,02W,(COX) WC JIM,3,PA,0,0,34.380542,-97.421080,913.000000,CHEVRON USA INC
19.000000,9.000000,03S,02W,"SGDSU (HARRISON ""B"" #1)",67-1,AC,0,0,34.309818,-97.421070,22182.000000,LINN OPERATING INC
19.000000,9.000000,03S,02W,SGDSU,71-1,TM,0,0,34.306191,-97.421070,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,9.000000,03S,02W,SGDSU,71-3,AC,2000,600,34.304377,-97.421070,22182.000000,LINN OPERATING INC
19.000000,9.000000,03S,02W,SGDSU,71-3,AC,2000,600,34.304377,-97.421070,22182.000000,LINN OPERATING INC
19.000000,16.000000,03S,02W,SGDSU,75-1,TM,2000,600,34.302564,-97.421060,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU,75-2,AC,2000,600,34.300750,-97.421060,22182.000000,LINN OPERATING INC
19.000000,16.000000,03S,02W,SGDSU,75-2,AC,2000,600,34.300750,-97.421060,22182.000000,LINN OPERATING INC
19.000000,16.000000,03S,02W,SGDSU,75-3,TM,0,0,34.298937,-97.421060,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,"SGDSU (LEDBETTER ""A"" #4)",75-4,AC,0,0,34.297123,-97.421060,22182.000000,LINN OPERATING INC
19.000000,16.000000,03S,02W,SGDSU,80-6D,PA,0,0,34.295310,-97.421060,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,9.000000,04S,02W,HEWITT UNIT 9,2501,PA,0,0,34.224586,-97.421050,1079.000000,EXXON MOBIL CORPORATION
19.000000,9.000000,04S,02W,HEWITT UNIT 9,4101,AC,0,0,34.220959,-97.421050,1079.000000,EXXON MOBIL CORPORATION
19.000000,9.000000,04S,02W,HEWITT UNIT 9,5701,PA,0,0,34.217332,-97.421050,1079.000000,EXXON MOBIL CORPORATION
19.000000,21.000000,04S,02W,WALKER  E.A.,11,AC,600,500,34.195570,-97.421050,21584.000000,3R-OIL CORPORATION
27.000000,16.000000,08N,02W,MADDLE,1,PA,1500,5000,35.166435,-97.420870,16096.000000,DOMINION OK TX E & P INC
27.000000,16.000000,08N,02W,MADDLE,1,PA,1500,5000,35.166435,-97.420870,16096.000000,DOMINION OK TX E & P INC
19.000000,28.000000,05S,02W,HEWITT UNIT BOOSTER STATION,1,PA,0,4000,34.097189,-97.420870,1079.000000,EXXON MOBIL CORPORATION
49.000000,28.000000,04N,02W,YOUNG,1,PA,500,2000,34.795392,-97.420830,15032.000000,FEMCO SERVICES INC
49.000000,28.000000,03N,02W,RICHARDSON,28-1,PA,1000,1500,34.708353,-97.420810,12808.000000,SPECIAL ENERGY CORPORATION
83.000000,33.000000,20N,02W,PFEIFFER,5,PA,500,700,36.160731,-97.420320,437.000000,BHP PETROLEUM (AMERICAS) INC
19.000000,9.000000,02S,02W,DAVIS,8,AC,700,300,34.401397,-97.419990,5652.000000,BULLARD DON W
19.000000,21.000000,04S,02W,F.H.Z.U. (STERNS),5,TM,0,0,34.189223,-97.419950,14490.000000,CHATHAM JIMMY R
49.000000,21.000000,01N,02W,SE EOLA MCLISH SAND UNIT,9,TM,0,0,34.542434,-97.419690,14156.000000,CITATION OIL & GAS CORPORATION
19.000000,28.000000,01S,02W,HARMON,1,TM,0,0,34.437213,-97.419450,4930.000000,URBANA CORPORATION
71.000000,4.000000,25N,02W,THOMAS MISS CHAT UNIT,1-1,AC,0,0,36.666615,-97.419230,8702.000000,GRAND RESOURCES INC
71.000000,9.000000,25N,02W,MCMILLEN,1,AC,200,400,36.653926,-97.419230,5837.000000,ROTH GARY E
71.000000,9.000000,25N,02W,MCMILLEN,1,AC,0,0,36.653926,-97.419230,5837.000000,ROTH GARY E
19.000000,4.000000,01S,02W,GERALD,1,AC,600,300,34.502043,-97.418910,551.000000,DAUBE COMPANY
19.000000,4.000000,01S,02W,GERALD,1,AC,600,150,34.502043,-97.418910,551.000000,DAUBE COMPANY
19.000000,28.000000,01S,02W,HARMON,5,AC,600,2000,34.436759,-97.418900,19012.000000,SPIGNER DEBRA
19.000000,28.000000,01S,02W,HARMON,5,AC,280,250,34.436759,-97.418900,19012.000000,SPIGNER DEBRA
19.000000,28.000000,01S,02W,HARMON,15,TM,0,0,34.436759,-97.418900,4930.000000,URBANA CORPORATION
19.000000,16.000000,02S,02W,COX,7,AC,50,500,34.376916,-97.418890,13189.000000,LEWIS OIL OPERATIONS LLC
19.000000,9.000000,03S,02W,SGDSU (MCGILL #4),71-4,TM,0,0,34.306191,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU (ALLEN #2),76-2,TM,0,0,34.300751,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU (ALLEN #2),76-2,TM,0,0,34.300751,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU,76-D3,PA,0,0,34.300751,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU (ALLEN #1),76-1,PA,0,0,34.298937,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU (ALLEN #1),76-1,PA,0,0,34.298937,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,SGDSU,79-1,TM,2000,600,34.297124,-97.418880,13181.000000,FOREST OIL PERMIAN CORPORATION
19.000000,16.000000,03S,02W,COLINE,8,AC,450,320,34.293497,-97.418880,14490.000000,CHATHAM JIMMY R
19.000000,9.000000,04S,02W,HEWITT UNIT 9,3901,TM,0,0,34.222772,-97.418870,1079.000000,EXXON MOBIL CORPORATION
19.000000,9.000000,04S,02W,HEWITT UNIT 9,4201,TM,0,0,34.220959,-97.418870,1079.000000,EXXON MOBIL CORPORATION
19.000000,9.000000,04S,02W,HEWITT UNIT 9,5501,AC,0,0,34.219145,-97.418870,1079.000000,EXXON MOBIL CORPORATION
19.000000,16.000000,04S,02W,HEWITT UNIT 16,701,PA,0,0,34.215519,-97.418870,1079.000000,EXXON MOBIL CORPORATION
19.000000,16.000000,04S,02W,HEWITT UNIT 16,2301,PA,0,0,34.211892,-97.418870,1079.000000,EXXON MOBIL CORPORATION
