time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2015-01-07T16:14:26.900Z,35.8139,-97.4442,6.776,2.8,ml,,114,,0.85,us,usc000tceq,2015-03-27T07:02:31.040Z,"7 km SSW of Guthrie, Oklahoma",earthquake,1.7,7.4,,,reviewed,tul,tul
2015-01-07T11:30:42.700Z,36.6485,-97.7216,5,2.6,ml,,152,,0.8,us,usc000tcdq,2015-03-27T07:02:28.040Z,"7 km ESE of Pond Creek, Oklahoma",earthquake,1.5,2,,,reviewed,tul,tul
2015-01-07T10:25:31.100Z,36.6296,-97.7115,5.71,2.9,mb_lg,,75,,0.76,us,usc000tcci,2015-03-27T07:02:28.040Z,"8 km NNW of Hunter, Oklahoma",earthquake,1.2,7,0.081,43,reviewed,tul,us
2015-01-07T08:17:51.600Z,36.7476,-98.1212,4.17,2.5,ml,,120,,1.13,us,usc000tcdx,2015-03-27T07:02:27.040Z,"2 km ESE of Nescatunga, Oklahoma",earthquake,1.5,6.1,,,reviewed,tul,tul
2015-01-07T06:21:09.800Z,36.8344,-97.8749,3.901,2.5,ml,,85,,0.63,us,usc000tceg,2015-03-27T07:02:26.040Z,"6 km SE of Wakita, Oklahoma",earthquake,1.5,2.3,,,reviewed,tul,tul
2015-01-06T23:13:38.100Z,36.7418,-98.1038,6.043,2.7,ml,,117,,0.51,us,usc000tca0,2015-03-27T07:02:22.040Z,"4 km ESE of Nescatunga, Oklahoma",earthquake,1.4,6.7,,,reviewed,tul,tul
2015-01-06T23:10:48.300Z,36.6932,-97.6764,4.809,3,ml,,63,,0.67,us,usc000tca3,2015-03-27T07:02:21.040Z,"10 km W of Lamont, Oklahoma",earthquake,1,7.2,,,reviewed,tul,tul
2015-01-06T23:03:48.300Z,36.6955,-97.8293,6.15,2.5,ml,,82,,0.5,us,usc000tcfe,2015-03-27T07:02:21.040Z,"3 km NW of Pond Creek, Oklahoma",earthquake,1.4,6.8,,,reviewed,tul,tul
2015-01-06T21:55:25.000Z,36.15,-97.2831,5.369,2.5,ml,,76,,0.61,us,usc000tc8v,2015-03-27T07:02:20.040Z,"8 km E of Orlando, Oklahoma",earthquake,1.2,7.7,,,reviewed,tul,tul
2015-01-06T18:29:22.500Z,36.2542,-97.2645,5.75,2.5,ml,,72,,0.4,us,usc000tc74,2015-03-27T07:02:19.040Z,"Oklahoma",earthquake,2.2,5.3,,,reviewed,tul,tul
2015-01-06T18:28:04.200Z,36.2592,-97.2609,5.572,3.1,ml,,,,0.61,us,usc000tcdu,2015-03-27T07:02:19.040Z,"Oklahoma",earthquake,1.5,3.5,,,reviewed,tul,tul
2015-01-06T18:27:16.600Z,36.2637,-97.2751,5.469,2.8,ml,,59,,0.66,us,usc000tc78,2015-03-27T07:02:18.040Z,"3 km SSE of Perry, Oklahoma",earthquake,1.2,7.6,,,reviewed,tul,tul
2015-01-06T18:05:31.700Z,36.2605,-97.257,5.548,2.9,ml,,49,,0.76,us,usc000tc6f,2015-03-27T07:02:18.040Z,"4 km SE of Perry, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2015-01-06T17:50:22.600Z,36.2579,-97.2629,5.714,2.8,ml,,60,,0.62,us,usc000tc6u,2015-03-27T07:02:18.040Z,"4 km SSE of Perry, Oklahoma",earthquake,1.8,6,,,reviewed,tul,tul
2015-01-06T15:45:15.300Z,36.2591,-97.26,5.456,3.1,ml,,60,,0.67,us,usc000tc5b,2015-03-27T07:02:16.040Z,"4 km SE of Perry, Oklahoma",earthquake,1.4,7.5,,,reviewed,tul,tul
2015-01-06T14:32:43.720Z,36.75,-98.104,6.8,2.5,ml,,,,0.23,us,usc000ten2,2015-03-27T07:02:16.040Z,"4 km E of Nescatunga, Oklahoma",earthquake,1.6,6.7,,,reviewed,tul,tul
2015-01-06T05:43:18.300Z,36.2575,-97.2478,5.958,2.6,ml,,60,,0.41,us,usc000tc57,2015-03-27T07:02:12.040Z,"5 km SE of Perry, Oklahoma",earthquake,1,6.4,,,reviewed,tul,tul
2015-01-06T04:48:49.200Z,36.9367,-98.0064,4.274,2.9,ml,,104,,0.53,us,usc000tc4t,2015-03-27T07:02:11.040Z,"6 km SSE of Manchester, Oklahoma",earthquake,1.1,7,,,reviewed,tul,tul
2015-01-06T01:03:37.700Z,35.8118,-97.4224,5.46,2.8,ml,,68,,0.52,us,usc000tc60,2015-03-27T07:02:08.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.2,6.7,,,reviewed,tul,tul
2015-01-06T00:21:52.000Z,36.4169,-97.3236,4.923,2.6,ml,,59,,0.47,us,usc000tc6l,2015-03-27T07:02:08.040Z,"13 km WSW of Red Rock, Oklahoma",earthquake,0.7,7.5,,,reviewed,tul,tul
2015-01-05T23:00:16.900Z,35.9418,-97.2918,5.167,2.5,ml,,62,,0.61,us,usc000tc8e,2015-03-27T07:02:07.040Z,"Oklahoma",earthquake,1.9,7.2,,,reviewed,tul,tul
2015-01-05T22:27:39.800Z,36.2603,-97.2616,4.356,3.6,mwr,,48,,0.66,us,usc000tbzv,2020-03-19T23:39:33.782Z,"4 km SE of Perry, Oklahoma",earthquake,1.8,6.6,0.043,52,reviewed,tul,us
2015-01-05T22:22:54.700Z,36.2581,-97.2677,4.972,2.9,ml,,64,,0.76,us,usc000tc8s,2015-03-27T07:02:06.040Z,"3 km SSE of Perry, Oklahoma",earthquake,1.5,7.5,,,reviewed,tul,tul
2015-01-05T22:13:28.000Z,36.2563,-97.2605,4.915,2.7,mb_lg,,38,,0.73,us,usc000tcw6,2015-03-27T07:02:06.040Z,"4 km SE of Perry, Oklahoma",earthquake,1.1,7.6,0.136,15,reviewed,tul,us
2015-01-05T22:06:43.600Z,36.2611,-97.2623,5,3.6,mwr,,50,,0.7,us,usc000tbz7,2015-03-27T07:02:05.040Z,"3 km SE of Perry, Oklahoma",earthquake,2.4,2,0.046,46,reviewed,tul,us
2015-01-05T15:23:30.400Z,36.1517,-96.7472,4.158,2.6,ml,,128,,0.42,us,usc000tbut,2015-03-27T07:02:00.040Z,"3 km WSW of Quay, Oklahoma",earthquake,1.4,3.6,,,reviewed,tul,tul
2015-01-05T13:52:06.700Z,36.7453,-98.1112,6.522,3.1,ml,,101,,0.49,us,usc000tbtx,2015-03-27T07:01:58.040Z,"3 km ESE of Nescatunga, Oklahoma",earthquake,3.1,7.8,,,reviewed,tul,tul
2015-01-05T12:14:19.800Z,36.7411,-98.1117,6.598,3.5,ml,,101,,0.85,us,usc000tbtm,2015-03-27T07:01:57.040Z,"Oklahoma",earthquake,2.7,2.9,,,reviewed,tul,tul
2015-01-04T22:41:12.200Z,36.6694,-97.6188,5,2.8,ml,,69,,0.64,us,usc000tbpb,2015-03-27T07:01:49.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.6,7.6,,,reviewed,tul,tul
2015-01-04T21:37:01.300Z,35.8196,-97.4362,6.604,3.6,mwr,,68,,0.27,us,usc000tbnt,2020-03-19T23:39:09.031Z,"6 km S of Guthrie, Oklahoma",earthquake,1.9,6.6,0.066,22,reviewed,tul,us
2015-01-04T14:49:29.600Z,36.5737,-97.4278,6.184,2.6,ml,,106,,0.14,us,usc000tbus,2015-03-27T07:01:45.040Z,"5 km NNE of Billings, Oklahoma",earthquake,1.8,1.5,,,reviewed,tul,tul
2015-01-03T21:53:23.300Z,36.875,-98.1153,7.11,2.6,ml,,108,,0.49,us,usc000tbv8,2015-03-27T07:01:32.040Z,"13 km NNE of Nescatunga, Oklahoma",earthquake,4.8,7.6,,,reviewed,tul,tul
2015-01-03T21:35:39.800Z,35.8184,-97.4281,6.833,2.7,mb_lg,,99,,0.59,us,usc000tbvd,2015-03-27T07:01:32.040Z,"6 km S of Guthrie, Oklahoma",earthquake,1.3,7.2,0.136,17,reviewed,tul,us
2015-01-03T21:31:35.100Z,35.8129,-97.4246,7.658,2.9,ml,,68,,0.61,us,usc000tbi4,2015-03-27T07:01:32.040Z,"7 km S of Guthrie, Oklahoma",earthquake,2,7,,,reviewed,tul,tul
2015-01-03T18:28:47.200Z,36.853,-98.2769,6.269,3,ml,,117,,0.47,us,usc000tbgq,2015-03-27T07:01:30.040Z,"",earthquake,3.4,7.8,,,reviewed,tul,tul
2015-01-03T18:07:58.000Z,35.8016,-97.5705,6.769,2.7,ml,,131,,0.8,us,usc000tbft,2015-03-27T07:01:29.040Z,"6 km S of Cedar Valley, Oklahoma",earthquake,4.6,7.8,,,reviewed,tul,tul
2015-01-03T16:54:48.400Z,36.6592,-97.6265,5,3.4,ml,,132,,0.65,us,usc000tbfj,2015-03-27T07:01:27.040Z,"7 km WSW of Lamont, Oklahoma",earthquake,2.1,0.8,,,reviewed,tul,tul
2015-01-03T12:16:30.600Z,36.8466,-97.8137,6.076,3.4,ml,,144,,0.59,us,usc000tbeh,2015-03-27T07:01:25.040Z,"8 km WNW of Medford, Oklahoma",earthquake,3,7.8,,,reviewed,tul,tul
2015-01-03T10:43:06.500Z,36.9334,-97.4898,7.115,2.5,ml,,95,,0.59,us,usc000tbw1,2015-03-27T07:01:25.040Z,"10 km SW of Hunnewell, Kansas",earthquake,1.8,2.4,,,reviewed,tul,tul
2015-01-03T08:42:41.600Z,36.9159,-97.7227,6.279,2.9,ml,,110,,0.7,us,usc000tbe1,2015-03-27T07:01:24.040Z,"6 km W of Renfrow, Oklahoma",earthquake,1.5,6.5,,,reviewed,tul,tul
2015-01-03T04:34:00.000Z,36.5228,-98.4514,5,2.6,ml,,242,,0.45,us,usc000tbw9,2015-03-27T07:01:21.040Z,"1 km N of Aline, Oklahoma",earthquake,3.3,2,,,reviewed,tul,tul
2015-01-02T20:21:29.400Z,35.8083,-97.4308,7.101,2.6,ml,,68,,0.8,us,usc000tbx2,2015-03-27T07:01:17.040Z,"7 km S of Guthrie, Oklahoma",earthquake,2.3,7.6,,,reviewed,tul,tul
2015-01-02T19:38:09.700Z,35.8113,-97.4381,6.779,2.6,mb_lg,,68,,0.79,us,usc000tbx3,2015-03-27T07:01:17.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.8,7.7,0.082,43,reviewed,tul,us
2015-01-02T16:52:28.500Z,36.2859,-96.8989,4.005,3,ml,,100,,0.73,us,usc000tbar,2015-03-27T07:01:15.040Z,"6 km NNE of Glencoe, Oklahoma",earthquake,1.5,7.4,,,reviewed,tul,tul
2015-01-02T16:00:10.900Z,35.8101,-97.4416,6.079,2.5,ml,,112,,0.51,us,usc000tbxg,2015-03-27T07:01:15.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.7,7.5,,,reviewed,tul,tul
2015-01-02T09:23:24.200Z,36.7301,-98.3055,5.566,3.1,ml,,111,,0.7,us,usc000tb8y,2015-03-27T07:01:12.040Z,"5 km ESE of Cherokee, Oklahoma",earthquake,4,7.8,,,reviewed,tul,tul
2015-01-02T08:18:54.200Z,35.8022,-97.1275,6.058,2.5,ml,,112,,0.33,us,usc000tcyt,2015-03-27T07:01:11.040Z,"6 km N of Fallis, Oklahoma",earthquake,1.5,6.6,,,reviewed,tul,tul
2015-01-02T07:27:57.000Z,36.9701,-97.707,3.969,2.5,ml,,73,,0.78,us,usc000tcyb,2015-03-27T07:01:10.040Z,"6 km NW of Renfrow, Oklahoma",earthquake,1.1,6.5,,,reviewed,tul,tul
2015-01-02T06:02:04.400Z,36.3524,-97.3807,7.199,2.6,mb_lg,,58,,0.53,us,usc000tb88,2015-03-27T07:01:09.040Z,"10 km NW of Perry, Oklahoma",earthquake,1.1,7.4,0.088,35,reviewed,tul,us
2015-01-02T00:19:33.300Z,36.8885,-98.2399,6.652,3.1,ml,,189,,0.5,us,usc000tb7g,2015-03-27T07:01:08.040Z,"5 km ESE of Byron, Oklahoma",earthquake,3.3,7.5,,,reviewed,tul,tul
2015-01-01T14:44:08.500Z,36.8137,-97.71,3.2,3.6,ml,,,,0.62,us,usc000tb5s,2015-03-27T07:01:00.040Z,"2 km ENE of Medford, Oklahoma",earthquake,1.9,5.2,,,reviewed,tul,tul
2015-01-01T12:05:49.100Z,36.929,-97.4929,6.535,3.1,ml,,82,,0.42,us,usc000tb51,2015-03-27T07:00:58.040Z,"11 km SW of Hunnewell, Kansas",earthquake,2.7,7.5,,,reviewed,tul,tul
2015-01-01T08:35:23.800Z,36.9319,-97.4921,6.829,2.6,ml,,83,,0.53,us,usc000tcga,2015-03-27T07:00:56.040Z,"11 km SW of Hunnewell, Kansas",earthquake,1.1,3.5,,,reviewed,tul,tul
2015-01-01T04:40:19.300Z,36.6712,-97.6148,5.414,2.5,ml,,78,,0.43,us,usc000tcfz,2015-03-27T07:00:54.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.3,7.3,,,reviewed,tul,tul
2015-01-01T00:26:09.600Z,36.6558,-97.6348,5.319,3,ml,,61,,0.64,us,usc000tb61,2015-03-27T07:00:53.040Z,"7 km WSW of Lamont, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2014-12-31T14:11:43.400Z,36.8499,-97.7032,6.158,2.6,ml,,58,,0.35,us,usc000tdcv,2015-03-17T02:38:26.040Z,"5 km NNE of Medford, Oklahoma",earthquake,1.3,5,,,reviewed,tul,tul
2014-12-31T12:35:23.400Z,36.6675,-97.6154,5.096,2.6,ml,,62,,0.39,us,usc000tdc2,2015-03-17T02:38:25.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,2.1,8,,,reviewed,tul,tul
2014-12-31T07:19:10.200Z,36.7211,-98.1713,5.836,3.1,ml,,103,,0.69,us,usc000taxd,2020-03-18T21:34:53.322Z,"3 km SSW of Nescatunga, Oklahoma",earthquake,2.2,7.6,,,reviewed,tul,tul
2014-12-31T05:18:19.500Z,36.6561,-97.6392,6.866,2.6,ml,,139,,0.59,us,usc000tczp,2015-03-17T02:38:22.040Z,"8 km WSW of Lamont, Oklahoma",earthquake,1.2,7,,,reviewed,tul,tul
2014-12-31T04:49:33.600Z,36.822,-97.7109,5.391,2.8,ml,,71,,0.64,us,usc000taww,2020-03-18T21:34:22.574Z,"2 km NE of Medford, Oklahoma",earthquake,1.9,5.7,,,reviewed,tul,tul
2014-12-30T23:39:26.600Z,35.8042,-97.1317,6.701,2.6,ml,,96,,0.59,us,usc000tf1p,2015-03-17T02:38:18.040Z,"6 km N of Fallis, Oklahoma",earthquake,1.4,1.3,,,reviewed,tul,tul
2014-12-30T23:27:47.400Z,36.7294,-98.2985,6.001,2.5,ml,,197,,0.43,us,usc000tf1h,2017-07-14T19:45:13.163Z,"5 km ESE of Cherokee, Oklahoma",earthquake,1.3,7.2,,,reviewed,tul,tul
2014-12-30T21:37:24.900Z,36.7251,-98.3084,5.485,3.8,ml,,111,,0.62,us,usc000taut,2017-07-14T19:45:29.828Z,"5 km SE of Cherokee, Oklahoma",earthquake,4.4,7.9,,,reviewed,tul,tul
2014-12-30T21:24:51.100Z,36.7255,-98.3075,5.55,3.9,ml,,111,,0.41,us,usc000tauk,2017-07-14T19:45:48.440Z,"5 km SE of Cherokee, Oklahoma",earthquake,4,7.5,,,reviewed,tul,tul
2014-12-30T21:24:06.700Z,36.7008,-98.055,5,2.5,ml,,201,,0.49,us,usc000tavp,2015-03-17T02:38:16.040Z,"3 km N of Nash, Oklahoma",earthquake,1.8,2,,,reviewed,tul,tul
2014-12-30T17:30:43.200Z,36.2602,-97.2834,6.668,2.8,ml,,55,,0.59,us,usc000tavi,2015-03-17T02:38:13.040Z,"3 km S of Perry, Oklahoma",earthquake,1.7,7.7,,,reviewed,tul,tul
2014-12-30T16:55:28.550Z,36.728,-98.31,5,2.9,ml,,,,0.3,us,usc000tbu0,2017-07-14T19:46:06.742Z,"5 km SE of Cherokee, Oklahoma",earthquake,1.5,2,,,reviewed,tul,tul
2014-12-30T15:11:50.100Z,36.5709,-98.3251,5,3.1,ml,,100,,0.23,us,usc000tasq,2017-07-14T19:46:24.641Z,"5 km WNW of Helena, Oklahoma",earthquake,4.1,7.9,,,reviewed,tul,tul
2014-12-30T12:43:58.900Z,36.3619,-97.4506,6.495,3.1,ml,,55,,0.43,us,usc000tast,2015-03-17T02:38:08.040Z,"9 km N of Lucien, Oklahoma",earthquake,1.5,5.5,,,reviewed,tul,tul
2014-12-30T11:05:53.500Z,36.6252,-97.7233,6.548,3,ml,,72,,0.53,us,usc000texr,2015-03-17T02:38:06.040Z,"8 km SE of Pond Creek, Oklahoma",earthquake,1.1,6.7,,,reviewed,tul,tul
2014-12-30T09:55:16.800Z,35.815,-97.4091,6.863,2.9,ml,,69,,0.29,us,usc000tarw,2017-07-14T19:46:43.785Z,"7 km SSE of Guthrie, Oklahoma",earthquake,1.3,7,,,reviewed,tul,tul
2014-12-30T04:45:16.400Z,36.6704,-97.6191,10.934,2.5,ml,,57,,0.41,us,usc000tecw,2015-03-17T02:38:04.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.6,5.5,,,reviewed,tul,tul
2014-12-29T17:50:55.000Z,36.7545,-98.1778,5,3.1,ml,,105,,0.54,us,usc000takq,2015-03-17T02:37:58.040Z,"2 km W of Nescatunga, Oklahoma",earthquake,3,7.2,,,reviewed,tul,tul
2014-12-29T16:15:55.200Z,36.8363,-97.8757,4.874,3.3,ml,,85,,0.5,us,usc000tajx,2020-03-18T21:33:57.279Z,"6 km SE of Wakita, Oklahoma",earthquake,3.6,6.9,,,reviewed,tul,tul
2014-12-29T08:30:05.100Z,36.361,-97.4511,5,3,ml,,55,,0.45,us,usc000taic,2020-03-18T21:33:37.680Z,"9 km N of Lucien, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2014-12-29T05:22:25.200Z,36.1862,-97.3771,8.018,2.9,ml,,81,,0.55,us,usc000tahp,2015-03-17T02:37:50.040Z,"4 km N of Orlando, Oklahoma",earthquake,1.1,7.4,,,reviewed,tul,tul
2014-12-28T16:13:49.000Z,36.6704,-97.612,5.602,2.5,ml,,63,,0.71,us,usc000taet,2015-03-17T02:37:43.040Z,"5 km WSW of Lamont, Oklahoma",earthquake,1.5,7.7,,,reviewed,tul,tul
2014-12-28T13:18:08.100Z,36.7927,-97.7655,5.22,2.6,ml,,62,,0.47,us,usc000tcew,2020-03-18T21:32:54.768Z,"3 km WSW of Medford, Oklahoma",earthquake,1.4,4.9,,,reviewed,tul,tul
2014-12-28T10:02:56.700Z,35.8147,-97.4181,7.123,3,ml,,69,,0.55,us,usc000tadx,2017-07-14T19:48:31.627Z,"7 km S of Guthrie, Oklahoma",earthquake,1.7,7.1,,,reviewed,tul,tul
2014-12-28T03:25:30.700Z,36.5726,-97.4378,5,2.6,ml,,210,,0.49,us,usc000tce3,2015-03-17T02:37:36.040Z,"4 km N of Billings, Oklahoma",earthquake,1.7,7.9,,,reviewed,tul,tul
2014-12-27T16:39:57.000Z,36.2837,-96.8918,4.466,3.4,ml,,118,,0.84,us,usc000ta8y,2017-07-14T19:49:07.871Z,"6 km NNE of Glencoe, Oklahoma",earthquake,2.3,7.8,,,reviewed,tul,tul
2014-12-27T11:17:14.500Z,35.9107,-97.2513,4.832,3,ml,,71,,0.44,us,usc000ta7c,2015-03-17T02:37:27.040Z,"3 km S of Langston, Oklahoma",earthquake,1.4,7.2,,,reviewed,tul,tul
2014-12-27T03:21:36.200Z,35.8143,-97.4177,6.738,3,ml,,69,,0.4,us,usc000ta60,2017-07-14T19:49:27.986Z,"7 km S of Guthrie, Oklahoma",earthquake,3.3,7.5,,,reviewed,tul,tul
2014-12-27T02:26:24.400Z,36.7532,-97.5661,5,2.9,ml,,64,,0.68,us,usc000ta66,2015-03-17T02:37:24.040Z,"6 km N of Lamont, Oklahoma",earthquake,2.9,7.2,,,reviewed,tul,tul
2014-12-26T18:03:37.500Z,35.8104,-97.416,5.483,3.1,ml,,69,,0.8,us,usc000ta2x,2017-07-14T19:49:44.691Z,"7 km S of Guthrie, Oklahoma",earthquake,1.8,6.8,,,reviewed,tul,tul
2014-12-26T17:12:57.300Z,36.8021,-98.1623,5,3,ml,,107,,0.76,us,usc000ta2z,2017-07-14T19:50:01.515Z,"5 km N of Nescatunga, Oklahoma",earthquake,1.6,7.8,,,reviewed,tul,tul
2014-12-26T16:03:26.500Z,36.804,-98.1869,4.799,2.5,ml,,108,,0.39,us,usc000ta8w,2015-03-17T02:37:17.040Z,"6 km NNW of Nescatunga, Oklahoma",earthquake,2,7.4,,,reviewed,tul,tul
2014-12-25T23:11:36.400Z,36.368,-97.0684,1.98,3.9,ml,,55,,0.46,us,usc000ta04,2017-07-14T19:50:36.121Z,"9 km NW of Morrison, Oklahoma",earthquake,0.9,6.8,,,reviewed,tul,tul
2014-12-25T20:32:49.500Z,35.8124,-97.4167,6.945,3.5,mwr,,68,,0.59,us,usc000t9zk,2020-03-19T23:37:29.638Z,"7 km S of Guthrie, Oklahoma",earthquake,2.8,7,,11,reviewed,tul,slm
2014-12-25T00:45:20.900Z,36.6235,-98.3455,4.924,2.8,ml,,105,,0.53,us,usc000ta0k,2015-03-17T02:37:04.040Z,"9 km SE of Lambert, Oklahoma",earthquake,1.9,7.8,,,reviewed,tul,tul
2014-12-24T22:35:57.200Z,36.7959,-97.7641,5.661,2.5,ml,,,,0.66,us,usc000tapc,2020-03-18T21:30:49.229Z,"2 km WSW of Medford, Oklahoma",earthquake,0.9,5.4,,,reviewed,tul,tul
2014-12-24T17:48:49.200Z,36.6712,-97.7289,5.489,2.6,ml,,104,,0.76,us,usc000te6y,2015-03-17T02:37:00.040Z,"6 km E of Pond Creek, Oklahoma",earthquake,1.7,6.1,,,reviewed,tul,tul
2014-12-24T12:56:30.800Z,36.3294,-97.53,7.226,2.6,ml,,87,,0.51,us,usc000te6j,2015-03-17T02:36:57.040Z,"5 km ENE of Covington, Oklahoma",earthquake,0.9,7.6,,,reviewed,tul,tul
2014-12-24T05:32:14.300Z,36.6229,-97.7163,4.622,2.9,ml,,72,,0.77,us,usc000t9ue,2020-03-18T21:30:29.332Z,"8 km NW of Hunter, Oklahoma",earthquake,1.3,6.3,,,reviewed,tul,tul
2014-12-24T00:34:53.000Z,36.326,-97.5313,5.516,2.8,ml,,58,,0.52,us,usc000t9ks,2015-03-17T02:36:49.040Z,"5 km ENE of Covington, Oklahoma",earthquake,0.9,7.8,,,reviewed,tul,tul
2014-12-23T20:35:28.400Z,36.8913,-97.6911,5.554,3,ml,,54,,0.79,us,usc000t9i2,2017-07-14T19:51:46.225Z,"4 km SW of Renfrow, Oklahoma",earthquake,1.9,7,,,reviewed,tul,tul
2014-12-23T20:32:13.900Z,36.1109,-97.077,4.869,2.8,ml,,97,,0.74,us,usc000t9if,2020-03-18T21:30:08.404Z,"1 km WSW of Stillwater, Oklahoma",earthquake,1.7,7.6,,,reviewed,tul,tul
2014-12-23T19:49:07.300Z,35.811,-97.4277,6.761,2.5,ml,,100,,0.63,us,usc000t9hy,2015-03-06T02:59:12.040Z,"7 km S of Guthrie, Oklahoma",earthquake,1.1,6.3,,,reviewed,tul,tul
2014-12-23T17:18:59.000Z,36.8021,-98.1315,5.83,2.8,ml,,105,,0.57,us,usc000t9gg,2015-03-06T02:59:12.040Z,"5 km NNE of Nescatunga, Oklahoma",earthquake,1.4,5.9,,,reviewed,tul,tul
2014-12-23T16:21:04.100Z,36.8185,-97.7049,5.602,2.6,ml,,42,,0.41,us,usc000t9g2,2015-03-06T02:59:12.040Z,"2 km ENE of Medford, Oklahoma",earthquake,1.2,5.1,,,reviewed,tul,tul
2014-12-23T06:51:53.900Z,36.7573,-97.5779,5.478,2.5,ml,,63,,0.64,us,usc000t9fq,2015-03-06T02:59:12.040Z,"7 km SW of Deer Creek, Oklahoma",earthquake,1.6,7.4,,,reviewed,tul,tul
2014-12-23T05:33:06.100Z,36.7925,-97.7633,5,2.5,ml,,59,,0.43,us,usc000t9fm,2015-03-06T02:59:11.040Z,"3 km WSW of Medford, Oklahoma",earthquake,1.5,5.6,,,reviewed,tul,tul
2014-12-23T04:50:17.210Z,35.4417,-97.9273,7.817,2.9,ml,,,,0.74,us,usc000t9c1,2017-07-14T19:52:21.992Z,"5 km NNE of Union City, Oklahoma",earthquake,2.3,6.9,,,reviewed,tul,tul
2014-12-23T03:09:06.300Z,36.7531,-97.5596,5,2.9,ml,,65,,0.28,us,usc000t9bb,2020-03-18T21:29:49.042Z,"6 km SSW of Deer Creek, Oklahoma",earthquake,2,7.9,,,reviewed,tul,tul
2014-12-23T02:01:16.200Z,36.4604,-97.2958,8.52,2.5,ml,,88,,0.28,us,usc000t9gi,2015-03-06T02:59:11.040Z,"10 km W of Red Rock, Oklahoma",earthquake,1.6,7.1,,,reviewed,tul,tul
2014-12-23T00:20:55.700Z,36.9409,-97.6785,5.808,2.8,ml,,64,,0.34,us,usc000t9ax,2020-03-18T21:29:27.065Z,"2 km NW of Renfrow, Oklahoma",earthquake,1.7,7.1,,,reviewed,tul,tul
2014-12-22T23:37:30.800Z,36.7567,-97.5759,5.261,2.7,ml,,63,,0.64,us,usc000t9jq,2015-03-06T02:59:11.040Z,"7 km SW of Deer Creek, Oklahoma",earthquake,1.6,7.1,,,reviewed,tul,tul
2014-12-22T21:57:31.600Z,36.504,-99.0618,9.026,2.9,ml,,238,,1.04,us,usc000t998,2020-03-18T21:29:05.282Z,"5 km NNW of Quinlan, Oklahoma",earthquake,2.1,4.8,,,reviewed,tul,tul
2014-12-22T19:18:26.500Z,36.7531,-97.5769,4.53,2.6,ml,,62,,0.47,us,usc000t96a,2015-03-06T02:59:10.040Z,"7 km NNW of Lamont, Oklahoma",earthquake,1.5,7.5,,,reviewed,tul,tul
2014-12-22T16:14:15.500Z,36.757,-97.5838,6.989,2.9,ml,,62,,0.62,us,usc000t93x,2015-03-06T02:59:10.040Z,"7 km NNW of Lamont, Oklahoma",earthquake,2.3,7,,,reviewed,tul,tul
2014-12-22T11:12:38.300Z,36.2766,-97.2252,6.162,3,ml,,90,,0.94,us,usc000t937,2017-07-14T19:53:31.794Z,"5 km ESE of Perry, Oklahoma",earthquake,2,6.1,,,reviewed,tul,tul
2014-12-22T08:23:47.800Z,36.6524,-97.6526,5.34,2.8,ml,,79,,0.46,us,usc000t983,2015-03-06T02:59:10.040Z,"9 km WSW of Lamont, Oklahoma",earthquake,1.2,7.3,,,reviewed,tul,tul
2014-12-22T07:24:57.500Z,36.8761,-97.7027,6.241,2.6,ml,,54,,0.41,us,usc000t979,2015-03-06T02:59:09.040Z,"Oklahoma",earthquake,1.3,5.6,,,reviewed,tul,tul
2014-12-22T05:05:53.500Z,36.0671,-97.3586,6.97,3,ml,,105,,0.7,us,usc000t90z,2017-07-14T19:54:08.513Z,"4 km E of Mulhall, Oklahoma",earthquake,1.1,7.9,,,reviewed,tul,tul
2014-12-22T03:40:56.800Z,36.8024,-98.1933,5,3.6,mwr,,136,,1.13,us,usc000t90l,2017-07-14T19:54:27.841Z,"6 km NNW of Nescatunga, Oklahoma",earthquake,4.2,5.8,0.089,12,reviewed,tul,us
2014-12-21T20:22:28.600Z,36.6291,-97.714,4.615,2.5,ml,,88,,0.72,us,usc000t9fe,2017-07-14T19:54:46.071Z,"8 km NNW of Hunter, Oklahoma",earthquake,1.5,7.6,,,reviewed,tul,tul
2014-12-21T18:42:55.300Z,36.6285,-97.7101,4.018,3.4,ml,,87,,0.53,us,usc000t8xu,2017-07-14T19:55:01.994Z,"8 km NNW of Hunter, Oklahoma",earthquake,1.4,6.7,,,reviewed,tul,tul
2014-12-21T18:36:00.100Z,36.6267,-97.7149,4.664,3.4,ml,,88,,0.5,us,usc000t8xq,2015-03-06T02:59:08.040Z,"8 km NW of Hunter, Oklahoma",earthquake,2.1,7.9,,,reviewed,tul,tul
